sentence,cryptocurrency,span_start,span_stop
This is my sentence that BIS a cryptocurrency.,bismuth,25,28
This is Cardano sentence that contains a cryptocurrency.,cardano,8,15
This is ADA sentence that contains a cryptocurrency.,cardano,8,11
This is Tezos sentence that contains a cryptocurrency.,tezos,8,13
This is XTZ sentence that contains a cryptocurrency.,tezos,8,11
This is my Voise that contains a cryptocurrency.,voisecom,11,16
This is my VOISE that contains a cryptocurrency.,voisecom,11,16
Infinity Economics is my sentence that contains a cryptocurrency.,infinity-economics,0,18
XIN is my sentence that contains a cryptocurrency.,infinity-economics,0,3
This is ATMChain sentence that contains a cryptocurrency.,attention-token-of-media,8,16
This is ATM sentence that contains a cryptocurrency.,attention-token-of-media,8,11
This is KickCoin sentence that contains a cryptocurrency.,kickico,8,16
This is KICK sentence that contains a cryptocurrency.,kickico,8,12
This is my sentence that contains a EncryptoTel [ETH],encryptotel-eth,36,53
This is my sentence that contains a ETT,encryptotel-eth,36,39
Viberate is my sentence that contains a cryptocurrency.,viberate,0,8
VIB is my sentence that contains a cryptocurrency.,viberate,0,3
This RChain my sentence that contains a cryptocurrency.,rchain,5,11
This RHOC my sentence that contains a cryptocurrency.,rchain,5,9
This is my sentence that contains a Internxt,internxt,36,44
This is my sentence that contains a INXT,internxt,36,40
This is my sentence that WhaleCoin a cryptocurrency.,whalecoin,25,34
This is my sentence that WHL a cryptocurrency.,whalecoin,25,28
This is FLiK sentence that contains a cryptocurrency.,flik,8,12
This is FLIK sentence that contains a cryptocurrency.,flik,8,12
EthBet is my sentence that contains a cryptocurrency.,ethbet,0,6
EBET is my sentence that contains a cryptocurrency.,ethbet,0,4
This is my sentence that contains a Cryptonex,cryptonex,36,45
This is my sentence that contains a CNX,cryptonex,36,39
This is my sentence that contains a Wild Crypto,wild-crypto,36,47
This is my sentence that contains a WILD,wild-crypto,36,40
This is my sentence REAL contains a cryptocurrency.,real,20,24
This is my sentence REAL contains a cryptocurrency.,real,20,24
This is my Hubii Network that contains a cryptocurrency.,hubii-network,11,24
This is my HBT that contains a cryptocurrency.,hubii-network,11,14
This is my sentence Crystal Clear  contains a cryptocurrency.,crystal-clear,20,34
This is my sentence CCT contains a cryptocurrency.,crystal-clear,20,23
This is my sentence that BridgeCoin a cryptocurrency.,bridgecoin,25,35
This is my sentence that BCO a cryptocurrency.,bridgecoin,25,28
This is Everex sentence that contains a cryptocurrency.,everex,8,14
This is EVX sentence that contains a cryptocurrency.,everex,8,11
This is PayPie sentence that contains a cryptocurrency.,paypie,8,14
This is PPP sentence that contains a cryptocurrency.,paypie,8,11
This is my sentence that AirToken a cryptocurrency.,airtoken,25,33
This is my sentence that AIR a cryptocurrency.,airtoken,25,28
This PoSToken my sentence that contains a cryptocurrency.,postoken,5,13
This POS my sentence that contains a cryptocurrency.,postoken,5,8
This is Senderon sentence that contains a cryptocurrency.,senderon,8,16
This is SDRN sentence that contains a cryptocurrency.,senderon,8,12
This is my sentence ALIS contains a cryptocurrency.,alis,20,24
This is my sentence ALIS contains a cryptocurrency.,alis,20,24
This is my sentence BitcoinZ contains a cryptocurrency.,bitcoinz,20,28
This is my sentence BTCZ contains a cryptocurrency.,bitcoinz,20,24
This is my sentence that HelloGold a cryptocurrency.,hellogold,25,34
This is my sentence that HGT a cryptocurrency.,hellogold,25,28
This is my sentence that Cindicator a cryptocurrency.,cindicator,25,35
This is my sentence that CND a cryptocurrency.,cindicator,25,28
This is my sentence Enigma contains a cryptocurrency.,enigma-project,20,26
This is my sentence ENG contains a cryptocurrency.,enigma-project,20,23
This is my sentence Coimatic 3.0 contains a cryptocurrency.,coimatic-3,20,32
This is my sentence CTIC3 contains a cryptocurrency.,coimatic-3,20,25
Bastonet is my sentence that contains a cryptocurrency.,bastonet,0,8
BSN is my sentence that contains a cryptocurrency.,bastonet,0,3
This is my sentence that contains a Zeusshield,zeusshield,36,46
This is my sentence that contains a ZSC,zeusshield,36,39
This is my sentence that Ethereum Cash a cryptocurrency.,ethereumcash,25,38
This is my sentence that ECASH a cryptocurrency.,ethereumcash,25,30
This CORION my sentence that contains a cryptocurrency.,corion,5,11
This COR my sentence that contains a cryptocurrency.,corion,5,8
This is my sentence Swisscoin contains a cryptocurrency.,swisscoin,20,29
This is my sentence SIC contains a cryptocurrency.,swisscoin,20,23
This is my sentence that Authorship a cryptocurrency.,authorship,25,35
This is my sentence that ATS a cryptocurrency.,authorship,25,28
This is my Royal Kingdom Coin that contains a cryptocurrency.,royal-kingdom-coin,11,29
This is my RKC that contains a cryptocurrency.,royal-kingdom-coin,11,14
This is my Akuya Coin that contains a cryptocurrency.,akuya-coin,11,21
This is my AKY that contains a cryptocurrency.,akuya-coin,11,14
This is my sentence that ExchangeN a cryptocurrency.,exchangen,25,34
This is my sentence that EXN a cryptocurrency.,exchangen,25,28
This PiplCoin my sentence that contains a cryptocurrency.,piplcoin,5,13
This PIPL my sentence that contains a cryptocurrency.,piplcoin,5,9
Eidoo is my sentence that contains a cryptocurrency.,eidoo,0,5
EDO is my sentence that contains a cryptocurrency.,eidoo,0,3
This is my sentence that AirSwap a cryptocurrency.,airswap,25,32
This is my sentence that AST a cryptocurrency.,airswap,25,28
This is my sentence BitSoar contains a cryptocurrency.,bitsoar,20,27
This is my sentence BSR contains a cryptocurrency.,bitsoar,20,23
This is my sentence Change contains a cryptocurrency.,change,20,26
This is my sentence CAG contains a cryptocurrency.,change,20,23
This is my sentence BlockMason Credit Protocol contains a cryptocurrency.,blockmason,20,46
This is my sentence BCPT contains a cryptocurrency.,blockmason,20,24
This Aion my sentence that contains a cryptocurrency.,aion,5,9
This AION my sentence that contains a cryptocurrency.,aion,5,9
This is my sentence Tracto contains a cryptocurrency.,tracto,20,26
This is my sentence TRCT contains a cryptocurrency.,tracto,20,24
This is my Maecenas that contains a cryptocurrency.,maecenas,11,19
This is my ART that contains a cryptocurrency.,maecenas,11,14
This is my sentence that contains XGOX cryptocurrency.,xgox,34,38
This is my sentence that contains XGOX cryptocurrency.,xgox,34,38
This is my sentence that contains Everus cryptocurrency.,everus,34,40
This is my sentence that contains EVR cryptocurrency.,everus,34,37
This Dutch Coin my sentence that contains a cryptocurrency.,dutch-coin,5,15
This DUTCH my sentence that contains a cryptocurrency.,dutch-coin,5,10
This is my sentence that Open Trading Network a cryptocurrency.,open-trading-network,25,45
This is my sentence that OTN a cryptocurrency.,open-trading-network,25,28
This DomRaider my sentence that contains a cryptocurrency.,domraider,5,14
This DRT my sentence that contains a cryptocurrency.,domraider,5,8
This is my Request Network that contains a cryptocurrency.,request-network,11,26
This is my REQ that contains a cryptocurrency.,request-network,11,14
This is my SegWit2x that contains a cryptocurrency.,segwit2x,11,19
This is my B2X that contains a cryptocurrency.,segwit2x,11,14
Ethereum Gold is my sentence that contains a cryptocurrency.,ethereum-gold,0,13
ETG is my sentence that contains a cryptocurrency.,ethereum-gold,0,3
This is Blue Protocol sentence that contains a cryptocurrency.,ethereum-blue,8,21
This is BLUE sentence that contains a cryptocurrency.,ethereum-blue,8,12
This is my sentence that contains Runners cryptocurrency.,runners,34,41
This is my sentence that contains RUNNERS cryptocurrency.,runners,34,41
This is LIFE sentence that contains a cryptocurrency.,life,8,12
This is LIFE sentence that contains a cryptocurrency.,life,8,12
This is Hedge sentence that contains a cryptocurrency.,hedge,8,13
This is HDG sentence that contains a cryptocurrency.,hedge,8,11
This is Modum sentence that contains a cryptocurrency.,modum,8,13
This is MOD sentence that contains a cryptocurrency.,modum,8,11
This Ambrosus my sentence that contains a cryptocurrency.,amber,5,13
This AMB my sentence that contains a cryptocurrency.,amber,5,8
This is my ICOS that contains a cryptocurrency.,icos,11,15
This is my ICOS that contains a cryptocurrency.,icos,11,15
This is my sentence that contains Bitcoin Gold cryptocurrency.,bitcoin-gold,34,46
This is my sentence that contains BTG cryptocurrency.,bitcoin-gold,34,37
This is my sentence KuCoin Shares contains a cryptocurrency.,kucoin-shares,20,33
This is my sentence KCS contains a cryptocurrency.,kucoin-shares,20,23
EXRNchain is my sentence that contains a cryptocurrency.,exrnchain,0,9
EXRN is my sentence that contains a cryptocurrency.,exrnchain,0,4
This is my sentence that contains ClearPoll cryptocurrency.,clearpoll,34,43
This is my sentence that contains POLL cryptocurrency.,clearpoll,34,38
This is my sentence that LATOKEN a cryptocurrency.,latoken,25,32
This is my sentence that LA a cryptocurrency.,latoken,25,27
This is Exchange Union sentence that contains a cryptocurrency.,exchange-union,8,22
This is XUC sentence that contains a cryptocurrency.,exchange-union,8,11
This is my sentence that Nuls a cryptocurrency.,nuls,25,29
This is my sentence that NULS a cryptocurrency.,nuls,25,29
This is my Bitcoin Red that contains a cryptocurrency.,bitcoin-red,11,22
This is my BTCRED that contains a cryptocurrency.,bitcoin-red,11,17
This Paragon my sentence that contains a cryptocurrency.,paragon,5,12
This PRG my sentence that contains a cryptocurrency.,paragon,5,8
BOScoin is my sentence that contains a cryptocurrency.,boscoin,0,7
BOS is my sentence that contains a cryptocurrency.,boscoin,0,3
This is my sentence that contains a Ripio Credit Network,ripio-credit-network,36,56
This is my sentence that contains a RCN,ripio-credit-network,36,39
This is Mercury Protocol sentence that contains a cryptocurrency.,mercury-protocol,8,24
This is GMT sentence that contains a cryptocurrency.,mercury-protocol,8,11
This is my sentence that contains ICON cryptocurrency.,icon,34,38
This is my sentence that contains ICX cryptocurrency.,icon,34,37
This is my JavaScript Token that contains a cryptocurrency.,javascript-token,11,27
This is my JS that contains a cryptocurrency.,javascript-token,11,13
This is my sentence that Ethereum Lite a cryptocurrency.,ethereum-lite,25,38
This is my sentence that ELITE a cryptocurrency.,ethereum-lite,25,30
This is my sentence Intelligent Trading Foundation contains a cryptocurrency.,intelligent-trading-foundation,20,50
This is my sentence ITT contains a cryptocurrency.,intelligent-trading-foundation,20,23
This is my iEthereum that contains a cryptocurrency.,iethereum,11,20
This is my IETH that contains a cryptocurrency.,iethereum,11,15
This is my sentence that Pirl a cryptocurrency.,pirl,25,29
This is my sentence that PIRL a cryptocurrency.,pirl,25,29
This is my sentence Xenon contains a cryptocurrency.,xenon,20,25
This is my sentence XNN contains a cryptocurrency.,xenon,20,23
This is my sentence that contains LUXCoin cryptocurrency.,luxcoin,34,41
This is my sentence that contains LUX cryptocurrency.,luxcoin,34,37
This is my sentence that contains Network Token cryptocurrency.,network-token,34,47
This is my sentence that contains NTWK cryptocurrency.,network-token,34,38
This is my sentence that contains a Dovu,dovu,36,40
This is my sentence that contains a DOVU,dovu,36,40
This is my sentence Red Pulse contains a cryptocurrency.,red-pulse,20,29
This is my sentence RPX contains a cryptocurrency.,red-pulse,20,23
This is my BT2 [CST] that contains a cryptocurrency.,bt2-cst,11,20
This is my BT2 that contains a cryptocurrency.,bt2-cst,11,14
This is my sentence PlayerCoin contains a cryptocurrency.,playercoin,20,30
This is my sentence PLACO contains a cryptocurrency.,playercoin,20,25
This is Roofs sentence that contains a cryptocurrency.,roofs,8,13
This is ROOFS sentence that contains a cryptocurrency.,roofs,8,13
This is FAPcoin sentence that contains a cryptocurrency.,fapcoin,8,15
This is FAP sentence that contains a cryptocurrency.,fapcoin,8,11
BTCMoon is my sentence that contains a cryptocurrency.,btcmoon,0,7
BTCM is my sentence that contains a cryptocurrency.,btcmoon,0,4
This is my sentence that Etherparty a cryptocurrency.,etherparty,25,35
This is my sentence that FUEL a cryptocurrency.,etherparty,25,29
This is Ellaism sentence that contains a cryptocurrency.,ellaism,8,15
This is ELLA sentence that contains a cryptocurrency.,ellaism,8,12
Vulcano is my sentence that contains a cryptocurrency.,vulcano,0,7
VULC is my sentence that contains a cryptocurrency.,vulcano,0,4
This is Qvolta sentence that contains a cryptocurrency.,qvolta,8,14
This is QVT sentence that contains a cryptocurrency.,qvolta,8,11
This is my sentence that Russian Miner Coin a cryptocurrency.,russian-mining-coin,25,43
This is my sentence that RMC a cryptocurrency.,russian-mining-coin,25,28
FlypMe is my sentence that contains a cryptocurrency.,flypme,0,6
FYP is my sentence that contains a cryptocurrency.,flypme,0,3
This is my sentence that contains eBitcoin cryptocurrency.,ebtcnew,34,42
This is my sentence that contains EBTC cryptocurrency.,ebtcnew,34,38
This is my sentence that contains a Bitbase,bitbase,36,43
This is my sentence that contains a BTBc,bitbase,36,40
This is my sentence that Enjin Coin a cryptocurrency.,enjin-coin,25,35
This is my sentence that ENJ a cryptocurrency.,enjin-coin,25,28
This is my sentence that contains a Power Ledger,power-ledger,36,48
This is my sentence that contains a POWR,power-ledger,36,40
This is my sentence Grid+ contains a cryptocurrency.,grid,20,25
This is my sentence GRID contains a cryptocurrency.,grid,20,24
This is my Revain that contains a cryptocurrency.,revain,11,17
This is my R that contains a cryptocurrency.,revain,11,12
This is ATLANT sentence that contains a cryptocurrency.,atlant,8,14
This is ATL sentence that contains a cryptocurrency.,atlant,8,11
This is my sentence that contains Electroneum cryptocurrency.,electroneum,34,45
This is my sentence that contains ETN cryptocurrency.,electroneum,34,37
This High Gain my sentence that contains a cryptocurrency.,high-gain,5,14
This HIGH my sentence that contains a cryptocurrency.,high-gain,5,9
This is my sentence MinexCoin contains a cryptocurrency.,minexcoin,20,29
This is my sentence MNX contains a cryptocurrency.,minexcoin,20,23
This is my FORCE that contains a cryptocurrency.,force,11,16
This is my FOR that contains a cryptocurrency.,force,11,14
Streamr DATAcoin is my sentence that contains a cryptocurrency.,streamr-datacoin,0,16
DATA is my sentence that contains a cryptocurrency.,streamr-datacoin,0,4
This is my SHIELD that contains a cryptocurrency.,shield-xsh,11,17
This is my XSH that contains a cryptocurrency.,shield-xsh,11,14
This is my sentence that Pure a cryptocurrency.,pure,25,29
This is my sentence that PURE a cryptocurrency.,pure,25,29
This is my ELTCOIN that contains a cryptocurrency.,eltcoin,11,18
This is my ELTCOIN that contains a cryptocurrency.,eltcoin,11,18
This is Desire sentence that contains a cryptocurrency.,desire,8,14
This is DSR sentence that contains a cryptocurrency.,desire,8,11
This is my Unikoin Gold that contains a cryptocurrency.,unikoin-gold,11,23
This is my UKG that contains a cryptocurrency.,unikoin-gold,11,14
This is my sentence that Credence Coin a cryptocurrency.,credence-coin,25,38
This is my sentence that CRDNC a cryptocurrency.,credence-coin,25,30
This is Autonio sentence that contains a cryptocurrency.,autonio,8,15
This is NIO sentence that contains a cryptocurrency.,autonio,8,11
This is my sentence CarTaxi Token contains a cryptocurrency.,cartaxi-token,20,33
This is my sentence CTX contains a cryptocurrency.,cartaxi-token,20,23
This is my sentence that contains Aeron cryptocurrency.,aeron,34,39
This is my sentence that contains ARN cryptocurrency.,aeron,34,37
This is my sentence that StarCash Network a cryptocurrency.,starcash-network,25,41
This is my sentence that STARS a cryptocurrency.,starcash-network,25,30
This is my Phore that contains a cryptocurrency.,phore,11,16
This is my PHR that contains a cryptocurrency.,phore,11,14
This Farad my sentence that contains a cryptocurrency.,farad,5,10
This FRD my sentence that contains a cryptocurrency.,farad,5,8
This is my Innova that contains a cryptocurrency.,innova,11,17
This is my INN that contains a cryptocurrency.,innova,11,14
This is my sentence that contains Raiden Network Token cryptocurrency.,raiden-network-token,34,54
This is my sentence that contains RDN cryptocurrency.,raiden-network-token,34,37
This is my sentence that Delphy a cryptocurrency.,delphy,25,31
This is my sentence that DPY a cryptocurrency.,delphy,25,28
This Zephyr my sentence that contains a cryptocurrency.,zephyr,5,11
This ZEPH my sentence that contains a cryptocurrency.,zephyr,5,9
This is ERC20 sentence that contains a cryptocurrency.,erc20,8,13
This is ERC20 sentence that contains a cryptocurrency.,erc20,8,13
This is my sentence Ties.DB contains a cryptocurrency.,tiesdb,20,27
This is my sentence TIE contains a cryptocurrency.,tiesdb,20,23
This is Blockpool sentence that contains a cryptocurrency.,blockpool,8,17
This is BPL sentence that contains a cryptocurrency.,blockpool,8,11
This is my sentence Grimcoin contains a cryptocurrency.,grimcoin,20,28
This is my sentence GRIM contains a cryptocurrency.,grimcoin,20,24
This is Oxycoin sentence that contains a cryptocurrency.,oxycoin,8,15
This is OXY sentence that contains a cryptocurrency.,oxycoin,8,11
This is my sentence that contains Emphy cryptocurrency.,emphy,34,39
This is my sentence that contains EPY cryptocurrency.,emphy,34,37
This Stellar Holdings my sentence that contains a cryptocurrency.,interstellar-holdings,5,21
This HOLD my sentence that contains a cryptocurrency.,interstellar-holdings,5,9
This is my sentence that contains NEO GOLD cryptocurrency.,neo-gold,34,42
This is my sentence that contains NEOG cryptocurrency.,neo-gold,34,38
This is my sentence that contains a DecentBet,decent-bet,36,45
This is my sentence that contains a DBET,decent-bet,36,40
This is my sentence that contains a Decision Token,decision-token,36,50
This is my sentence that contains a HST,decision-token,36,39
This Sharechain my sentence that contains a cryptocurrency.,sharechain,5,15
This SSS my sentence that contains a cryptocurrency.,sharechain,5,8
This is my sentence that contains a Upfiring,upfiring,36,44
This is my sentence that contains a UFR,upfiring,36,39
This is my sentence that Hat.Exchange a cryptocurrency.,hat-exchange,25,37
This is my sentence that HAT a cryptocurrency.,hat-exchange,25,28
This is my bitJob that contains a cryptocurrency.,student-coin,11,17
This is my STU that contains a cryptocurrency.,student-coin,11,14
This is my sentence that contains Genesis Vision cryptocurrency.,genesis-vision,34,48
This is my sentence that contains GVT cryptocurrency.,genesis-vision,34,37
This is EagleCoin sentence that contains a cryptocurrency.,eaglecoin,8,17
This is EAGLE sentence that contains a cryptocurrency.,eaglecoin,8,13
This is my EA Coin that contains a cryptocurrency.,ea-coin,11,18
This is my EAG that contains a cryptocurrency.,ea-coin,11,14
This is my sentence that Privatix a cryptocurrency.,privatix,25,33
This is my sentence that PRIX a cryptocurrency.,privatix,25,29
This is my sentence IntenseCoin contains a cryptocurrency.,intensecoin,20,31
This is my sentence ITNS contains a cryptocurrency.,intensecoin,20,24
This is my sentence that contains a EBCH,ebitcoin-cash,36,40
This is my sentence that contains a EBCH,ebitcoin-cash,36,40
This is my sentence SISA contains a cryptocurrency.,sisa,20,24
This is my sentence SISA contains a cryptocurrency.,sisa,20,24
This is my sentence that Astro a cryptocurrency.,astro,25,30
This is my sentence that ASTRO a cryptocurrency.,astro,25,30
This Paypex my sentence that contains a cryptocurrency.,paypex,5,11
This PAYX my sentence that contains a cryptocurrency.,paypex,5,9
This is my sentence that contains GOLD Reward Token cryptocurrency.,gold-reward-token,34,51
This is my sentence that contains GRX cryptocurrency.,gold-reward-token,34,37
This is my sentence that Aerium a cryptocurrency.,aerium,25,31
This is my sentence that AERM a cryptocurrency.,aerium,25,29
This is my sentence BitSerial contains a cryptocurrency.,bitserial,20,29
This is my sentence BTE contains a cryptocurrency.,bitserial,20,23
This is my sentence that contains a Sugar Exchange,sugar-exchange,36,50
This is my sentence that contains a SGR,sugar-exchange,36,39
This is my sentence that contains Viuly cryptocurrency.,viuly,34,39
This is my sentence that contains VIU cryptocurrency.,viuly,34,37
This is my sentence ALQO contains a cryptocurrency.,alqo,20,24
This is my sentence ALQO contains a cryptocurrency.,alqo,20,24
This is my GoByte that contains a cryptocurrency.,gobyte,11,17
This is my GBX that contains a cryptocurrency.,gobyte,11,14
This WINCOIN my sentence that contains a cryptocurrency.,win-coin,5,12
This WC my sentence that contains a cryptocurrency.,win-coin,5,7
This is my sentence that contains a Oyster,oyster,36,42
This is my sentence that contains a PRL,oyster,36,39
This is my B2BX that contains a cryptocurrency.,b2bx,11,15
This is my B2B that contains a cryptocurrency.,b2bx,11,14
This is my sentence that contains Phantomx cryptocurrency.,phantomx,34,42
This is my sentence that contains PNX cryptocurrency.,phantomx,34,37
This DigiPulse my sentence that contains a cryptocurrency.,digipulse,5,14
This DGPT my sentence that contains a cryptocurrency.,digipulse,5,9
This is my sentence EncrypGen contains a cryptocurrency.,encrypgen,20,29
This is my sentence DNA contains a cryptocurrency.,encrypgen,20,23
This is my sentence that Ink a cryptocurrency.,ink,25,28
This is my sentence that INK a cryptocurrency.,ink,25,28
This is my Bodhi that contains a cryptocurrency.,bodhi,11,16
This is my BOT that contains a cryptocurrency.,bodhi,11,14
This Quantstamp my sentence that contains a cryptocurrency.,quantstamp,5,15
This QSP my sentence that contains a cryptocurrency.,quantstamp,5,8
This QASH my sentence that contains a cryptocurrency.,qash,5,9
This QASH my sentence that contains a cryptocurrency.,qash,5,9
This is my sentence that contains a ZoZoCoin,zozocoin,36,44
This is my sentence that contains a ZZC,zozocoin,36,39
This is Energo sentence that contains a cryptocurrency.,energo,8,14
This is TSL sentence that contains a cryptocurrency.,energo,8,11
This is my sentence that contains a Publica,publica,36,43
This is my sentence that contains a PBL,publica,36,39
This Magnet my sentence that contains a cryptocurrency.,magnet,5,11
This MAG my sentence that contains a cryptocurrency.,magnet,5,8
SpankChain is my sentence that contains a cryptocurrency.,spankchain,0,10
SPANK is my sentence that contains a cryptocurrency.,spankchain,0,5
This is my VoteCoin that contains a cryptocurrency.,votecoin,11,19
This is my VOT that contains a cryptocurrency.,votecoin,11,14
This is Bitcoin Diamond sentence that contains a cryptocurrency.,bitcoin-diamond,8,23
This is BCD sentence that contains a cryptocurrency.,bitcoin-diamond,8,11
This is my sentence that contains a BLOCKv,blockv,36,42
This is my sentence that contains a VEE,blockv,36,39
POLY AI is my sentence that contains a cryptocurrency.,poly-ai,0,7
AI is my sentence that contains a cryptocurrency.,poly-ai,0,2
This is Accelerator Network sentence that contains a cryptocurrency.,accelerator-network,8,27
This is ACC sentence that contains a cryptocurrency.,accelerator-network,8,11
This is my sentence PlexCoin contains a cryptocurrency.,plexcoin,20,28
This is my sentence PLX contains a cryptocurrency.,plexcoin,20,23
This is Divi sentence that contains a cryptocurrency.,divi,8,12
This is DIVX sentence that contains a cryptocurrency.,divi,8,12
This is my Monkey Project that contains a cryptocurrency.,monkey-project,11,25
This is my MONK that contains a cryptocurrency.,monkey-project,11,15
This Flixxo my sentence that contains a cryptocurrency.,flixxo,5,11
This FLIXX my sentence that contains a cryptocurrency.,flixxo,5,10
This is my sentence that contains a GlassCoin,glasscoin,36,45
This is my sentence that contains a GLS,glasscoin,36,39
Time New Bank is my sentence that contains a cryptocurrency.,time-new-bank,0,13
TNB is my sentence that contains a cryptocurrency.,time-new-bank,0,3
This is my sentence that contains a MyWish,mywish,36,42
This is my sentence that contains a WISH,mywish,36,40
EventChain is my sentence that contains a cryptocurrency.,eventchain,0,10
EVC is my sentence that contains a cryptocurrency.,eventchain,0,3
This is my sentence that contains a ETHLend,ethlend,36,43
This is my sentence that contains a LEND,ethlend,36,40
This is onG.social sentence that contains a cryptocurrency.,ongsocial,8,18
This is ONG sentence that contains a cryptocurrency.,ongsocial,8,11
This is my sentence that Ccore a cryptocurrency.,ccore,25,30
This is my sentence that CCO a cryptocurrency.,ccore,25,28
This is my Qbao that contains a cryptocurrency.,qbao,11,15
This is my QBT that contains a cryptocurrency.,qbao,11,14
This is my sentence that Dragonchain a cryptocurrency.,dragonchain,25,36
This is my sentence that DRGN a cryptocurrency.,dragonchain,25,29
This is my sentence that contains a Payfair,payfair,36,43
This is my sentence that contains a PFR,payfair,36,39
This is my sentence that contains a Presearch,presearch,36,45
This is my sentence that contains a PRE,presearch,36,39
This is my CyberMiles that contains a cryptocurrency.,cybermiles,11,21
This is my CMT that contains a cryptocurrency.,cybermiles,11,14
This is my BlockCDN that contains a cryptocurrency.,blockcdn,11,19
This is my BCDN that contains a cryptocurrency.,blockcdn,11,15
This is my Cappasity that contains a cryptocurrency.,cappasity,11,20
This is my CAPP that contains a cryptocurrency.,cappasity,11,15
This is my sentence that contains a Eroscoin,eroscoin,36,44
This is my sentence that contains a ERO,eroscoin,36,39
This is my sentence MagicCoin contains a cryptocurrency.,magiccoin,20,29
This is my sentence MAGE contains a cryptocurrency.,magiccoin,20,24
This is IoT Chain sentence that contains a cryptocurrency.,iot-chain,8,17
This is ITC sentence that contains a cryptocurrency.,iot-chain,8,11
Jiyo is my sentence that contains a cryptocurrency.,jiyo,0,4
JIYO is my sentence that contains a cryptocurrency.,jiyo,0,4
This is Social Send sentence that contains a cryptocurrency.,social-send,8,19
This is SEND sentence that contains a cryptocurrency.,social-send,8,12
This is Bonpay sentence that contains a cryptocurrency.,bonpay,8,14
This is BON sentence that contains a cryptocurrency.,bonpay,8,11
This Nekonium my sentence that contains a cryptocurrency.,nekonium,5,13
This NUKO my sentence that contains a cryptocurrency.,nekonium,5,9
This is my sentence that Snovio a cryptocurrency.,snovio,25,31
This is my sentence that SNOV a cryptocurrency.,snovio,25,29
This StrikeBitClub my sentence that contains a cryptocurrency.,strikebitclub,5,18
This SBC my sentence that contains a cryptocurrency.,strikebitclub,5,8
This is my sentence that Bulwark a cryptocurrency.,bulwark,25,32
This is my sentence that BWK a cryptocurrency.,bulwark,25,28
This is my SagaCoin that contains a cryptocurrency.,sagacoin,11,19
This is my SAGA that contains a cryptocurrency.,sagacoin,11,15
This is my sentence that contains COMSA [ETH] cryptocurrency.,comsa-eth,34,45
This is my sentence that contains CMS cryptocurrency.,comsa-eth,34,37
This is my sentence that contains a Kubera Coin,kubera-coin,36,47
This is my sentence that contains a KBR,kubera-coin,36,39
This is Tokugawa sentence that contains a cryptocurrency.,tokugawa,8,16
This is TOK sentence that contains a cryptocurrency.,tokugawa,8,11
This is my sentence Pioneer Coin contains a cryptocurrency.,pioneer-coin,20,32
This is my sentence PCOIN contains a cryptocurrency.,pioneer-coin,20,25
This is my sentence that contains COMSA [XEM] cryptocurrency.,comsa-xem,34,45
This is my sentence that contains CMS cryptocurrency.,comsa-xem,34,37
This is my sentence that WaBi a cryptocurrency.,wabi,25,29
This is my sentence that WABI a cryptocurrency.,wabi,25,29
This is my sentence that contains CrowdCoin cryptocurrency.,crowdcoin,34,43
This is my sentence that contains CRC cryptocurrency.,crowdcoin,34,37
This is my sentence that WandX a cryptocurrency.,wandx,25,30
This is my sentence that WAND a cryptocurrency.,wandx,25,29
This is my sentence that contains a SportyCo,sportyco,36,44
This is my sentence that contains a SPF,sportyco,36,39
This is my sentence that Verify a cryptocurrency.,verify,25,31
This is my sentence that CRED a cryptocurrency.,verify,25,29
This is my Soma that contains a cryptocurrency.,soma,11,15
This is my SCT that contains a cryptocurrency.,soma,11,14
This is Uquid Coin sentence that contains a cryptocurrency.,uquid-coin,8,18
This is UQC sentence that contains a cryptocurrency.,uquid-coin,8,11
This is my sentence that contains a MediShares,medishares,36,46
This is my sentence that contains a MDS,medishares,36,39
This is my sentence that contains ProChain cryptocurrency.,prochain,34,42
This is my sentence that contains PRA cryptocurrency.,prochain,34,37
This is my sentence that contains a Ignis,ignis,36,41
This is my sentence that contains a IGNIS,ignis,36,41
This is SmartMesh sentence that contains a cryptocurrency.,smartmesh,8,17
This is SMT sentence that contains a cryptocurrency.,smartmesh,8,11
HollyWoodCoin is my sentence that contains a cryptocurrency.,hollywoodcoin,0,13
HWC is my sentence that contains a cryptocurrency.,hollywoodcoin,0,3
Playkey is my sentence that contains a cryptocurrency.,playkey,0,7
PKT is my sentence that contains a cryptocurrency.,playkey,0,3
This Filecoin [Futures] my sentence that contains a cryptocurrency.,filecoin,5,23
This FIL my sentence that contains a cryptocurrency.,filecoin,5,8
This is my sentence BitcoinX contains a cryptocurrency.,bitcoinx,20,28
This is my sentence BCX contains a cryptocurrency.,bitcoinx,20,23
This is Super Bitcoin sentence that contains a cryptocurrency.,super-bitcoin,8,21
This is SBTC sentence that contains a cryptocurrency.,super-bitcoin,8,12
This is my sentence Datum contains a cryptocurrency.,datum,20,25
This is my sentence DAT contains a cryptocurrency.,datum,20,23
This is Trident Group sentence that contains a cryptocurrency.,trident,8,21
This is TRDT sentence that contains a cryptocurrency.,trident,8,12
This is my sentence that contains a Bitair,bitair,36,42
This is my sentence that contains a BTCA,bitair,36,40
MicroMoney is my sentence that contains a cryptocurrency.,micromoney,0,10
AMM is my sentence that contains a cryptocurrency.,micromoney,0,3
This is my sentence that contains a LockTrip,lockchain,36,44
